VARIABLE NAME	API data type	NAME OF DATA ELEMENT
MN_EARN_WNE_P7	float	Mean earnings of students working and not enrolled 7 years after entry
SD_EARN_WNE_P7	float	Standard deviation of earnings of students working and not enrolled 7 years after entry
GT_25K_P7	float	Share of students earning over $25,000/year (threshold earnings) 7 years after entry
COUNT_NWNE_P8	integer	Number of students not working and not enrolled 8 years after entry
COUNT_WNE_P8	integer	Number of students working and not enrolled 8 years after entry
MN_EARN_WNE_P8	float	Mean earnings of students working and not enrolled 8 years after entry
MD_EARN_WNE_P8	float	Median earnings of students working and not enrolled 8 years after entry
PCT10_EARN_WNE_P8	integer	10th percentile of earnings of students working and not enrolled 8 years after entry
PCT25_EARN_WNE_P8	integer	25th percentile of earnings of students working and not enrolled 8 years after entry
PCT75_EARN_WNE_P8	integer	75th percentile of earnings of students working and not enrolled 8 years after entry
PCT90_EARN_WNE_P8	integer	90th percentile of earnings of students working and not enrolled 8 years after entry
SD_EARN_WNE_P8	float	Standard deviation of earnings of students working and not enrolled 8 years after entry
GT_25K_P8	float	Share of students earning over $25,000/year (threshold earnings) 8 years after entry
GT_28K_P8	float	Share of students earning over $28,000/year (threshold earnings) 8 years after entry
COUNT_NWNE_P9	integer	Number of students not working and not enrolled 9 years after entry
COUNT_WNE_P9	integer	Number of students working and not enrolled 9 years after entry
MN_EARN_WNE_P9	float	Mean earnings of students working and not enrolled 9 years after entry
SD_EARN_WNE_P9	float	Standard deviation of earnings of students working and not enrolled 9 years after entry
GT_25K_P9	float	Share of students earning over $25,000/year (threshold earnings) 9 years after entry
DEBT_MDN_SUPP	float	Median debt, suppressed for n=30
GRAD_DEBT_MDN_SUPP	float	Median debt of completers, suppressed for n=30
GRAD_DEBT_MDN10YR_SUPP	float	Median debt of completers expressed in 10-year monthly payments, suppressed for n=30
RPY_3YR_RT_SUPP	float	3-year repayment rate, suppressed for n=30
LO_INC_RPY_3YR_RT_SUPP	float	3-year repayment rate for low-income (less than $30,000 in nominal family income) students, suppressed for n=30
MD_INC_RPY_3YR_RT_SUPP	float	3-year repayment rate for middle-income (between $30,000 and $75,000 in nominal family income) students, suppressed for n=30
HI_INC_RPY_3YR_RT_SUPP	float	3-year repayment rate for high-income (above $75,000 in nominal family income) students, suppressed for n=30
COMPL_RPY_3YR_RT_SUPP	float	3-year repayment rate for completers, suppressed for n=30
NONCOM_RPY_3YR_RT_SUPP	float	3-year repayment rate for non-completers, suppressed for n=30
DEP_RPY_3YR_RT_SUPP	float	3-year repayment rate for dependent students, suppressed for n=30
IND_RPY_3YR_RT_SUPP	float	3-year repayment rate for independent students, suppressed for n=30
PELL_RPY_3YR_RT_SUPP	float	3-year repayment rate for Pell students, suppressed for n=30
NOPELL_RPY_3YR_RT_SUPP	float	3-year repayment rate for no-Pell students, suppressed for n=30
FEMALE_RPY_3YR_RT_SUPP	float	3-year repayment rate for female students, suppressed for n=30
MALE_RPY_3YR_RT_SUPP	float	3-year repayment rate for male students, suppressed for n=30
FIRSTGEN_RPY_3YR_RT_SUPP	float	3-year repayment rate for first-generation students, suppressed for n=30
NOTFIRSTGEN_RPY_3YR_RT_SUPP	float	3-year repayment rate for non-first-generation students, suppressed for n=30
C150_L4_POOLED_SUPP	float	Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size
C150_4_POOLED_SUPP	float	Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size.
C200_L4_POOLED_SUPP	float	Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size. 
C200_4_POOLED_SUPP	float	Completion rate for first-time, full-time students at four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size
ALIAS	autocomplete	Institution name aliases
C100_4	float	Completion rate for first-time, full-time students at four-year institutions (100% of expected time to completion)
D100_4	integer	Adjusted cohort count for completion rate at four-year institutions (denominator of 100% completion rate)
C100_L4	float	Completion rate for first-time, full-time students at less-than-four-year institutions (100% of expected time to completion)
D100_L4	integer	Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 100% completion rate)
TRANS_4	float	Transfer rate for first-time, full-time students at four-year institutions (within 150% of expected time to completion/6 years)
DTRANS_4	integer	Adjusted cohort count for transfer rate at four-year institutions (denominator of 150% transfer rate)
TRANS_L4	float	Transfer rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)
DTRANS_L4	integer	Adjusted cohort count for transfer rate at less-than-four-year institutions (denominator of 150% transfer rate)
ICLEVEL	integer	Level of institution
UGDS_MEN	float	Total share of enrollment of undergraduate degree-seeking students who are men
UGDS_WOMEN	float	Total share of enrollment of undergraduate degree-seeking students who are women
CDR2_DENOM	integer	Number of students in the cohort for the two-year cohort default rate
CDR3_DENOM	integer	Number of students in the cohort for the three-year cohort default rate
OPENADMP	integer	Open admissions policy indicator
D_PCTPELL_PCTFLOAN	integer	Number of undergraduate students (denominator percent receiving a pell grant or federal student loan)
UGNONDS	integer	Number of non-degree-seeking undergraduate students
GRADS	integer	Number of graduate students
D150_4_WHITE	integer	Adjusted cohort count for completion rate of White students at four-year institutions (denominator of 150% completion rate)
D150_4_BLACK	integer	Adjusted cohort count for completion rate of Black/African American students at four-year institutions (denominator of 150% completion rate)
D150_4_HISP	integer	Adjusted cohort count for completion rate of Hispanic students at four-year institutions (denominator of 150% completion rate)
D150_4_ASIAN	integer	Adjusted cohort count for completion rate of Asian students at four-year institutions (denominator of 150% completion rate)
D150_4_AIAN	integer	Adjusted cohort count for completion rate of American Indian/Alaska Native students at four-year institutions (denominator of 150% completion rate)
D150_4_NHPI	integer	Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at four-year institutions (denominator of 150% completion rate)
D150_4_2MOR	integer	Adjusted cohort count for completion rate of students of Two or More Races at four-year institutions (denominator of 150% completion rate)
D150_4_NRA	integer	Adjusted cohort count for completion rate of U.S. Nonresident students at four-year institutions (denominator of 150% completion rate)
D150_4_UNKN	integer	Adjusted cohort count for completion rate of students of Unknown race at four-year institutions (denominator of 150% completion rate)
D150_L4_WHITE	integer	Adjusted cohort count for completion rate of White students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_BLACK	integer	Adjusted cohort count for completion rate of Black/African American students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_HISP	integer	Adjusted cohort count for completion rate of Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_ASIAN	integer	Adjusted cohort count for completion rate of Asian students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_AIAN	integer	Adjusted cohort count for completion rate of American Indian/Alaska Native students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_NHPI	integer	Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_2MOR	integer	Adjusted cohort count for completion rate of students of Two or More Races at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_NRA	integer	Adjusted cohort count for completion rate of U.S. Nonresident students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_UNKN	integer	Adjusted cohort count for completion rate of students of Unknown race at less-than-four-year institutions (denominator of 150% completion rate)
D150_4_WHITENH	integer	Adjusted cohort count for completion rate of White, non-Hispanic students at four-year institutions (denominator of 150% completion rate)
D150_4_BLACKNH	integer	Adjusted cohort count for completion rate of Black, non-Hispanic students at four-year institutions (denominator of 150% completion rate)
D150_4_API	integer	Adjusted cohort count for completion rate of Asian/Pacific Islander students at four-year institutions (denominator of 150% completion rate)
D150_4_AIANOld	integer	Adjusted cohort count for completion rate of American Indian/Alaska Native students at four-year institutions (denominator of 150% completion rate)
D150_4_HISPOld	integer	Adjusted cohort count for completion rate of Hispanic students at four-year institutions (denominator of 150% completion rate)
D150_L4_WHITENH	integer	Adjusted cohort count for completion rate of White, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_BLACKNH	integer	Adjusted cohort count for completion rate of Black, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_API	integer	Adjusted cohort count for completion rate of Asian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_AIANOld	integer	Adjusted cohort count for completion rate of American Indian/Alaska Native students at less-than-four-year institutions (denominator of 150% completion rate)
D150_L4_HISPOld	integer	Adjusted cohort count for completion rate of Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)
ACCREDCODE	string	Code corresponding to accreditor (as captured from PEPS)
T4APPROVALDATE	string	Date that institution was first approved to participate in Title IV aid programs
OMACHT6_FTFT	integer	Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)
